date,species,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,day,day_of_week,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,Tavg_lag_7,PrecipTotal_lag_7,Tavg_lag_10,PrecipTotal_lag_10,Tavg_lag_14,PrecipTotal_lag_14
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,30,1,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,49,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,44,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,37,1,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.72646500000001,-87.585413,2,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.72646500000001,-87.585413,32,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,8,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,1,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,1,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T138,41.72646500000001,-87.585413,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,10,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T107,41.729669,-87.582699,9,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000002,49,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000002,31,1,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX RESTUANS,T128,41.704572,-87.56566600000002,16,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T128,41.704572,-87.56566600000002,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T128,41.704572,-87.56566600000002,18,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T128,41.704572,-87.56566600000002,41,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T128,41.704572,-87.56566600000002,46,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T128,41.704572,-87.56566600000002,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T128,41.704572,-87.56566600000002,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T128,41.704572,-87.56566600000002,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,42,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,49,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,46,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX RESTUANS,T103,41.702724,-87.536497,2,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T103,41.702724,-87.536497,50,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T103,41.702724,-87.536497,10,0,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-08,CULEX PIPIENS,T103,41.702724,-87.536497,50,1,2007,Aug,8,Wed,87.0,73.5,80.5,71.5,73.5,0.0,15.5,0.075,29.155,29.82,2.25,3.5,6.65,80.0,0.005,79.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,8,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX RESTUANS,T013,41.923738,-87.785288,5,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T013,41.923738,-87.785288,11,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T138,41.72646500000001,-87.585413,25,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,12,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,50,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,50,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,3,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T200,41.678618,-87.559308,16,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T200,41.678618,-87.559308,34,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T200,41.678618,-87.559308,50,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX TERRITANS,T200,41.678618,-87.559308,8,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX TERRITANS,T200,41.678618,-87.559308,11,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T206,41.737052,-87.54306700000002,1,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T206,41.737052,-87.54306700000002,1,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,39,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX RESTUANS,T209,41.740641,-87.546587,1,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T209,41.740641,-87.546587,41,1,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,3,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,50,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T212,41.680946,-87.535198,36,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX TERRITANS,T212,41.680946,-87.535198,18,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,25,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX PIPIENS,T215,41.686398,-87.531635,7,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX SALINARIUS,T215,41.686398,-87.531635,1,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
2007-08-09,CULEX TERRITANS,T215,41.686398,-87.531635,1,0,2007,Aug,9,Thu,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.255,29.16,29.83,2.8,28.0,6.15,80.0,0.005,77.0,0.0,74.0,0.0
